# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 14 21:31:11 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_rade < 1)
# CONSTRAINT:  order by pl_rade asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_rade,sy_dist
4840,TOI-178 d,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.572,62.6990000
4841,TOI-178 e,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.207,62.6990000
4842,TOI-178 f,TOI-178,1,6,Transit,2021,Multiple Observatories,0,2.287,62.6990000
4843,TOI-178 g,TOI-178,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.870,62.6990000
4844,TOI-1789 b,TOI-1789,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,16.141,229.0670000
4845,TOI-1807 b,TOI-1807,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.258,42.5775000
4846,TOI-1820 b,TOI-1820,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,12.778,248.5040000
4847,TOI-1842 b,TOI-1842,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.657,223.4650000
4848,TOI-1860 b,TOI-1860,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.310,45.8640000
4849,TOI-1899 b,TOI-1899,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,12.890,128.4380000
4850,TOI-201 b,TOI-201,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.299,113.8250000
4851,TOI-2025 b,TOI-2025,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,12.520,335.9850000
4852,TOI-2046 b,TOI-2046,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,16.141,289.6680000
4853,TOI-2048 b,TOI-2048,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.610,116.5670000
4854,TOI-206 b,TOI-206,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.300,47.7465000
4855,TOI-2076 b,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.518,41.9091000
4856,TOI-2076 c,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.497,41.9091000
4857,TOI-2076 d,TOI-2076,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.232,41.9091000
4858,TOI-2081 b,TOI-2081,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.040,62.3446000
4859,TOI-2109 b,TOI-2109,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,15.098,262.0410000
4860,TOI-2136 b,TOI-2136,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.190,33.3631000
4861,TOI-2158 b,TOI-2158,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,10.761,198.4730000
4862,TOI-216.01,TOI-216,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,10.100,177.9450000
4863,TOI-216.02,TOI-216,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,8.000,177.9450000
4864,TOI-2180 b,TOI-2180,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,11.321,116.6850000
4865,TOI-2184 b,TOI-2184,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,11.400,788.3170000
4866,TOI-2193 A b,TOI-2193 A,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,19.840,337.0640000
4867,TOI-2196 b,TOI-2196,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.510,259.9470000
4868,TOI-220 b,TOI-220,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.030,90.7402000
4869,TOI-2202 b,TOI-2202,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.321,235.9330000
4870,TOI-2202 c,TOI-2202,1,2,Transit Timing Variations,2021,Multiple Observatories,0,13.400,235.9330000
4871,TOI-2207 b,TOI-2207,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,11.153,373.3450000
4872,TOI-2236 b,TOI-2236,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,14.370,355.5900000
4873,TOI-2257 b,TOI-2257,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.194,57.7911000
4874,TOI-2260 b,TOI-2260,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.620,101.2510000
4875,TOI-2285 b,TOI-2285,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.740,42.4090000
4876,TOI-2337 b,TOI-2337,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,10.088,536.0460000
4877,TOI-237 b,TOI-237,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.440,38.0749000
4878,TOI-2406 b,TOI-2406,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.940,55.4190000
4879,TOI-2411 b,TOI-2411,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.680,59.5362000
4880,TOI-2421 b,TOI-2421,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,10.368,327.9270000
4881,TOI-2427 b,TOI-2427,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.800,28.5147000
4882,TOI-2445 b,TOI-2445,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.250,48.5820000
4883,TOI-251 b,TOI-251,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.740,99.5230000
4884,TOI-2545 b,TOI-2545,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.750,107.1180000
4885,TOI-2567 b,TOI-2567,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,10.929,504.7750000
4886,TOI-257 b,TOI-257,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,7.163,76.9028000
4887,TOI-2570 b,TOI-2570,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,13.641,361.8570000
4888,TOI-2669 b,TOI-2669,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,19.728,393.4430000
4889,TOI-269 b,TOI-269,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,2.770,57.0225000
4890,TOI-270 b,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,1.206,22.4793000
4891,TOI-270 c,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,2.355,22.4793000
4892,TOI-270 d,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,2.133,22.4793000
4893,TOI-277 b,TOI-277,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.650,64.6692000
4894,TOI-3331 A b,TOI-3331 A,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,12.980,217.1930000
4895,TOI-3362 b,TOI-3362,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,12.801,366.9870000
4896,TOI-3540 A b,TOI-3540 A,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,23.539,
4897,TOI-3629 b,TOI-3629,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,8.295,130.0910000
4898,TOI-3693 b,TOI-3693,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,12.599,176.4360000
4899,TOI-3714 b,TOI-3714,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,11.321,112.7100000
4900,TOI-3757 b,TOI-3757,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,12.000,181.1390000
4901,TOI-3884 b,TOI-3884,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,6.000,43.1448000
4902,TOI-411 b,TOI-411,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.720,62.7792000
4903,TOI-411 c,TOI-411,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.740,62.7792000
4904,TOI-4137 b,TOI-4137,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,13.574,334.9930000
4905,TOI-421 b,TOI-421,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.680,74.7969000
4906,TOI-421 c,TOI-421,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,5.090,74.7969000
4907,TOI-431 b,TOI-431,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.280,32.5686000
4908,TOI-431 c,TOI-431,1,3,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),0,1.490,32.5686000
4909,TOI-431 d,TOI-431,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.290,32.5686000
4910,TOI-4329 b,TOI-4329,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,16.813,717.1280000
4911,TOI-4342 b,TOI-4342,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,2.266,61.5204000
4912,TOI-4342 c,TOI-4342,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,2.415,61.5204000
4913,TOI-4479 b,TOI-4479,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.820,80.6532000
4914,TOI-451 b,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.910,123.7390000
4915,TOI-451 c,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.100,123.7390000
4916,TOI-451 d,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,4.070,123.7390000
4917,TOI-4562 b,TOI-4562,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,12.530,339.6050000
4918,TOI-4582 b,TOI-4582,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,10.536,383.8460000
4919,TOI-481 b,TOI-481,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,11.097,179.3660000
4920,TOI-500 b,TOI-500,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.166,47.3924000
4921,TOI-500 c,TOI-500,1,4,Radial Velocity,2022,La Silla Observatory,0,2.090,47.3924000
4922,TOI-500 d,TOI-500,1,4,Radial Velocity,2022,La Silla Observatory,0,6.350,47.3924000
4923,TOI-500 e,TOI-500,1,4,Radial Velocity,2022,La Silla Observatory,0,3.990,47.3924000
4924,TOI-5153 b,TOI-5153,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,11.882,390.4840000
4925,TOI-5174 b,TOI-5174,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,5.351,197.2430000
4926,TOI-519 b,TOI-519,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.994,115.5570000
4927,TOI-5238 b,TOI-5238,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,5.220,290.6460000
4928,TOI-530 b,TOI-530,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,9.303,148.7620000
4929,TOI-532 b,TOI-532,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,5.820,135.0470000
4930,TOI-5398 b,TOI-5398,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,11.657,130.8550000
4931,TOI-540 b,TOI-540,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,0.903,14.0022000
4932,TOI-544 b,TOI-544,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.030,41.1166000
4933,TOI-5542 b,TOI-5542,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,11.310,348.8490000
4934,TOI-558 b,TOI-558,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,12.173,402.6300000
4935,TOI-559 b,TOI-559,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,12.229,233.2660000
4936,TOI-561 b,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.423,85.7990000
4937,TOI-561 c,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.878,85.7990000
4938,TOI-561 d,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,2.530,85.7990000
4939,TOI-561 e,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,2.670,85.7990000
4940,TOI-561 f,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,2.320,85.7990000
4941,TOI-564 b,TOI-564,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,11.433,199.5810000
4942,TOI-620 b,TOI-620,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,3.760,33.0231000
4943,TOI-628 b,TOI-628,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.882,178.6800000
4944,TOI-640 b,TOI-640,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,19.851,341.9970000
4945,TOI-674 b,TOI-674,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,5.250,46.0851000
4946,TOI-677 b,TOI-677,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,13.115,141.8120000
4947,TOI-700 b,TOI-700,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,0.914,31.1265000
4948,TOI-700 c,TOI-700,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.600,31.1265000
4949,TOI-700 d,TOI-700,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.073,31.1265000
4950,TOI-700 e,TOI-700,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,0.953,31.1265000
4951,TOI-712 b,TOI-712,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.049,58.6212000
4952,TOI-712 c,TOI-712,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.701,58.6212000
4953,TOI-712 d,TOI-712,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.474,58.6212000
4954,TOI-763 b,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.280,95.1274000
4955,TOI-763 c,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.630,95.1274000
4956,TOI-776 b,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.850,27.1701000
4957,TOI-776 c,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.020,27.1701000
4958,TOI-813 b,TOI-813,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,6.710,263.1450000
4959,TOI-824 b,TOI-824,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,2.926,63.9262000
4960,TOI-833 b,TOI-833,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.270,41.7148000
4961,TOI-837 b,TOI-837,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.631,142.4880000
4962,TOI-849 b,TOI-849,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.444,225.7340000
4963,TOI-892 b,TOI-892,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,11.994,340.5430000
4964,TOI-905 b,TOI-905,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,13.126,158.6490000
4965,TOI-942 b,TOI-942,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,4.810,152.6010000
4966,TOI-942 c,TOI-942,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,5.790,152.6010000
4967,TOI-954 b,TOI-954,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,9.550,238.7680000
4968,TOI-969 b,TOI-969,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,2.765,77.2554000
4969,TOI-969 c,TOI-969,1,2,Radial Velocity,2022,Multiple Observatories,0,12.400,77.2554000
4970,TRAPPIST-1 b,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,0,1.116,12.4298888
4971,TRAPPIST-1 c,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,0,1.097,12.4298888
4972,TRAPPIST-1 d,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,0,0.788,12.4298888
4973,TRAPPIST-1 e,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,0,0.920,12.4298888
4974,TRAPPIST-1 f,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,0,1.045,12.4298888
4975,TRAPPIST-1 g,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,0,1.129,12.4298888
4976,TRAPPIST-1 h,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,0,0.755,12.4298888
4977,TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,Radial Velocity,2021,Multiple Observatories,0,12.700,613.4220000
4978,TYC 1422-614-1 b,TYC 1422-614-1,1,2,Radial Velocity,2014,Multiple Observatories,0,13.300,672.4100000
4979,TYC 1422-614-1 c,TYC 1422-614-1,1,2,Radial Velocity,2014,Multiple Observatories,0,12.500,672.4100000
4980,TYC 2187-512-1 b,TYC 2187-512-1,1,1,Radial Velocity,2022,Calar Alto Observatory,0,12.500,15.4744000
4981,TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,Radial Velocity,2018,Multiple Observatories,0,13.100,490.6100000
4982,TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,Radial Velocity,2016,McDonald Observatory,0,12.800,477.5160000
4983,TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,0,12.400,464.1280000
4984,TYC 8998-760-1 b,TYC 8998-760-1,1,2,Imaging,2020,Paranal Observatory,0,12.300,94.6177000
4985,TYC 8998-760-1 c,TYC 8998-760-1,1,2,Imaging,2020,Paranal Observatory,0,12.330,94.6177000
4986,Teegarden's Star b,Teegarden's Star,1,2,Radial Velocity,2019,Calar Alto Observatory,0,1.020,3.8307800
4987,Teegarden's Star c,Teegarden's Star,1,2,Radial Velocity,2019,Calar Alto Observatory,0,1.040,3.8307800
4988,TrES-1 b,TrES-1,2,1,Transit,2004,TrES,0,12.666,159.6580000
4989,TrES-2 b,TrES-2,2,1,Transit,2006,TrES,0,15.244,215.3200000
4990,TrES-3 b,TrES-3,1,1,Transit,2007,TrES,0,14.975,231.3370000
4991,TrES-4 b,TrES-4,2,1,Transit,2007,TrES,0,18.046,515.9800000
4992,TrES-5 b,TrES-5,1,1,Transit,2011,TrES,0,13.384,360.3130000
4993,UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,1,Microlensing,2018,Mauna Kea Observatory,0,13.700,6300.0000000
4994,USco CTIO 108 b,USco CTIO 108,1,1,Imaging,2008,Teide Observatory,0,12.300,144.0190000
4995,USco1556 b,USco1556 A,1,1,Imaging,2019,Multiple Observatories,0,12.300,140.6350000
4996,USco1621 b,USco1621 A,1,1,Imaging,2019,Multiple Observatories,0,12.200,137.9010000
4997,UZ For b,UZ For,2,2,Eclipse Timing Variations,2011,Multiple Observatories,0,,239.6038748
4998,UZ For c,UZ For,2,2,Eclipse Timing Variations,2011,Multiple Observatories,0,,239.6038748
4999,V0391 Peg b,V0391 Peg,1,1,Pulsation Timing Variations,2007,Multiple Observatories,0,13.100,1195.9800000
5000,V1298 Tau b,V1298 Tau,1,4,Transit,2019,K2,0,10.270,108.1990000
5001,V1298 Tau c,V1298 Tau,1,4,Transit,2019,K2,0,5.590,108.1990000
5002,V1298 Tau d,V1298 Tau,1,4,Transit,2019,K2,0,6.410,108.1990000
5003,V1298 Tau e,V1298 Tau,1,4,Transit,2019,K2,0,8.740,108.1990000
5004,V830 Tau b,V830 Tau,1,1,Radial Velocity,2016,Multiple Observatories,1,14.000,130.1110000
5005,VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,2,1,Imaging,2015,Paranal Observatory,0,12.400,12.7000000
5006,WASP-1 b,WASP-1,2,1,Transit,2007,SuperWASP,0,16.623,393.0720000
5007,WASP-10 b,WASP-10,1,1,Transit,2008,SuperWASP,0,12.106,140.9980000
5008,WASP-100 b,WASP-100,2,1,Transit,2014,SuperWASP,0,14.908,364.4110000
5009,WASP-101 b,WASP-101,1,1,Transit,2014,SuperWASP,0,16.029,201.2240000
5010,WASP-103 b,WASP-103,1,1,Transit,2014,SuperWASP,0,17.127,375.6470000
5011,WASP-104 b,WASP-104,2,1,Transit,2014,SuperWASP,0,12.745,185.9320000
5012,WASP-105 b,WASP-105,1,1,Transit,2017,SuperWASP-South,0,10.761,169.2720000
5013,WASP-106 b,WASP-106,1,1,Transit,2014,SuperWASP,0,11.433,352.1810000
5014,WASP-107 b,WASP-107,1,2,Transit,2017,SuperWASP-South,0,10.536,64.7414000
5015,WASP-107 c,WASP-107,1,2,Radial Velocity,2020,Multiple Observatories,0,13.200,64.7414000
5016,WASP-11 b,WASP-11,3,1,Transit,2008,SuperWASP,0,12.442,124.7300000
5017,WASP-110 b,WASP-110,1,1,Transit,2021,Paranal Observatory,0,13.877,274.9600000
5018,WASP-113 b,WASP-113,1,1,Transit,2016,SuperWASP-North,0,15.793,435.1560000
5019,WASP-114 b,WASP-114,2,1,Transit,2016,SuperWASP-North,0,15.009,523.3370000
5020,WASP-117 b,WASP-117,1,1,Transit,2014,SuperWASP,0,11.882,157.9630000
5021,WASP-118 b,WASP-118,1,1,Transit,2016,SuperWASP,0,16.141,376.6580000
5022,WASP-119 b,WASP-119,1,1,Transit,2016,SuperWASP-South,0,15.693,302.4480000
5023,WASP-12 b,WASP-12,3,1,Transit,2008,SuperWASP,0,21.712,427.2460000
5024,WASP-120 b,WASP-120,1,1,Transit,2016,SuperWASP,0,16.511,381.1740000
5025,WASP-121 b,WASP-121,1,1,Transit,2016,SuperWASP,0,19.649,269.8980000
5026,WASP-123 b,WASP-123,2,1,Transit,2016,SuperWASP,0,14.773,197.9960000
5027,WASP-124 b,WASP-124,1,1,Transit,2016,SuperWASP-South,0,13.899,448.6370000
5028,WASP-126 b,WASP-126,1,2,Transit,2016,SuperWASP-South,0,10.435,216.5260000
5029,WASP-126 c,WASP-126,1,2,Transit Timing Variations,2019,Transiting Exoplanet Survey Satellite (TESS),0,9.380,216.5260000
5030,WASP-127 b,WASP-127,2,1,Transit,2016,SuperWASP,0,14.695,159.5070000
5031,WASP-129 b,WASP-129,2,1,Transit,2016,SuperWASP-South,0,10.424,301.4620000
5032,WASP-13 b,WASP-13,1,1,Transit,2009,SuperWASP,0,13.675,227.5370000
5033,WASP-130 b,WASP-130,1,1,Transit,2016,SuperWASP-South,0,9.976,172.2560000
5034,WASP-131 b,WASP-131,1,1,Transit,2016,SuperWASP-South,0,13.675,200.0750000
5035,WASP-132 b,WASP-132,1,2,Transit,2016,SuperWASP-South,0,10.050,122.9100000
5036,WASP-132 c,WASP-132,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1.850,122.9100000
5037,WASP-133 b,WASP-133,1,1,Transit,2016,SuperWASP-South,0,13.563,559.0840000
5038,WASP-135 b,WASP-135,1,1,Transit,2015,SuperWASP,0,14.572,298.2140000
5039,WASP-136 b,WASP-136,1,1,Transit,2016,SuperWASP,0,15.468,275.5870000
5040,WASP-138 b,WASP-138,1,1,Transit,2016,SuperWASP,0,12.218,414.2340000
5041,WASP-139 b,WASP-139,2,1,Transit,2016,SuperWASP-South,0,8.967,212.4720000
5042,WASP-14 b,WASP-14,3,1,Transit,2008,SuperWASP,0,15.468,161.9970000
5043,WASP-140 b,WASP-140,2,1,Transit,2016,SuperWASP-South,0,16.141,117.5980000
5044,WASP-141 b,WASP-141,1,1,Transit,2016,SuperWASP-South,0,13.563,516.5430000
5045,WASP-142 b,WASP-142,1,1,Transit,2016,SuperWASP-South,0,17.150,730.9330000
5046,WASP-144 b,WASP-144,1,1,Transit,2018,SuperWASP-South,0,9.528,355.5130000
5047,WASP-145 A b,WASP-145 A,2,1,Transit,2018,SuperWASP-South,0,10.088,91.2990000
5048,WASP-147 b,WASP-147,1,1,Transit,2018,SuperWASP-South,0,12.498,436.0980000
5049,WASP-148 b,WASP-148,1,2,Transit,2020,SuperWASP-North,0,8.474,246.3530000
5050,WASP-148 c,WASP-148,1,2,Radial Velocity,2020,Haute-Provence Observatory,0,13.900,246.3530000
5051,WASP-15 b,WASP-15,1,1,Transit,2009,SuperWASP,0,15.805,282.0910000
5052,WASP-150 b,WASP-150,1,1,Transit,2020,SuperWASP-North,0,11.994,527.9950000
5053,WASP-151 b,WASP-151,1,1,Transit,2017,SuperWASP-South,0,13.305,453.0990000
5054,WASP-153 b,WASP-153,1,1,Transit,2017,SuperWASP,0,17.374,610.1760000
5055,WASP-156 b,WASP-156,1,1,Transit,2017,SuperWASP,0,5.717,122.0660000
5056,WASP-157 b,WASP-157,1,1,Transit,2016,SuperWASP,0,11.190,334.0370000
5057,WASP-158 b,WASP-158,1,1,Transit,2018,SuperWASP-South,0,11.994,524.9930000
5058,WASP-159 b,WASP-159,1,1,Transit,2018,SuperWASP-South,0,15.468,715.3830000
5059,WASP-16 b,WASP-16,1,1,Transit,2009,SuperWASP,0,13.675,194.1340000
5060,WASP-160 B b,WASP-160 B,2,1,Transit,2018,SuperWASP-South,0,12.218,288.3260000
5061,WASP-161 b,WASP-161,1,1,Transit,2018,SuperWASP-South,0,12.812,343.0800000
5062,WASP-162 b,WASP-162,1,1,Transit,2018,SuperWASP-South,0,11.209,310.8410000
5063,WASP-163 b,WASP-163,1,1,Transit,2018,SuperWASP-South,0,13.473,261.3860000
5064,WASP-164 b,WASP-164,1,1,Transit,2018,SuperWASP-South,0,12.644,327.5060000
5065,WASP-165 b,WASP-165,1,1,Transit,2018,SuperWASP-South,0,14.123,602.2360000
5066,WASP-166 b,WASP-166,1,1,Transit,2019,WASP-South,0,7.062,114.1730000
5067,WASP-167 b,WASP-167,1,1,Transit,2017,Multiple Observatories,0,17.710,423.5520000
5068,WASP-168 b,WASP-168,2,1,Transit,2018,SuperWASP-South,0,16.814,303.9410000
5069,WASP-169 b,WASP-169,1,1,Transit,2019,WASP-South,0,14.617,627.0660000
5070,WASP-17 b,WASP-17,1,1,Transit,2009,SuperWASP,0,20.961,405.9080000
5071,WASP-170 b,WASP-170,1,1,Transit,2018,SuperWASP-South,0,12.285,305.6030000
5072,WASP-171 b,WASP-171,1,1,Transit,2019,WASP-South,0,10.985,757.8400000
5073,WASP-172 b,WASP-172,1,1,Transit,2018,SuperWASP-South,0,17.598,538.1100000
5074,WASP-173 A b,WASP-173 A,2,1,Transit,2018,SuperWASP-South,0,13.451,232.9800000
5075,WASP-174 b,WASP-174,1,1,Transit,2018,SuperWASP-South,0,16.107,410.1490000
